credito_id,cliente_id,fecha_desembolso,producto_credito,monto_credito,plazo_meses,tasa_interes_mensual,valor_cuota_pactada,canal_originacion,score_interno_originacion,relacion_cuota_ingreso,politica_aprobacion,estado_credito_operativo
CR001403,CL01288,2025-10-05,Crédito consumo digital,2050000,6,0.0361,386000,App,803,0.1322,Automática,Finalizado
CR001404,CL01289,2026-01-21,Crédito libre inversión,2700000,3,0.0308,956000,App,646,0.6978,Excepción,Finalizado
CR001405,CL01290,2025-08-04,Crédito consumo digital,850000,12,0.0214,81000,Call center,733,0.0455,Automática,Mora severa
CR001406,CL01290,2024-09-17,Microcrédito,3000000,18,0.0407,238000,Web,694,0.1337,Automática,Mora moderada
CR001407,CL01291,2025-09-23,Avance de nómina,250000,9,0.0234,31000,App,739,0.05,Automática,Activo
CR001408,CL01294,2025-05-23,Microcrédito,850000,12,0.025,83000,Aliado,724,0.0585,Automática,Activo
CR001409,CL01294,2025-05-31,Avance de nómina,650000,6,0.0223,117000,Web,787,0.0824,Automática,Finalizado
CR001410,CL01294,2025-10-20,Crédito libre inversión,3700000,9,0.0295,474000,App,751,0.3338,Automática,Mora moderada
CR001411,CL01295,2024-12-31,Crédito consumo digital,1600000,12,0.02,151000,App,891,0.0377,Automática,Finalizado
CR001412,CL01296,2025-10-25,Crédito consumo digital,2200000,6,0.0361,414000,App,810,0.124,Automática,Finalizado
CR001413,CL01297,2025-08-19,Crédito consumo digital,700000,18,0.0259,49000,Web,798,0.0462,Automática,Activo
CR001414,CL01299,2025-12-08,Crédito libre inversión,2150000,6,0.0318,399000,App,848,0.1669,Automática,Activo
CR001415,CL01300,2025-12-21,Crédito libre inversión,2150000,9,0.0182,261000,Web,760,0.3262,Automática,Mora moderada
CR001416,CL01300,2026-03-18,Crédito consumo digital,250000,9,0.0304,32000,Aliado,828,0.04,Automática,Activo
CR001417,CL01302,2025-05-15,Avance de nómina,1000000,6,0.0263,182000,Aliado,855,0.0613,Automática,Mora moderada
CR001418,CL01303,2025-08-26,Avance de nómina,750000,6,0.0277,137000,Web,755,0.0617,Automática,Mora moderada
CR001419,CL01303,2024-01-04,Crédito libre inversión,6250000,6,0.0333,1166000,App,827,0.5252,Manual,Mora moderada
CR001420,CL01303,2025-07-05,Crédito consumo digital,1650000,12,0.0308,167000,Web,824,0.0752,Automática,Activo
CR001421,CL01304,2025-08-14,Microcrédito,2700000,9,0.0427,368000,Web,721,0.1432,Automática,Mora moderada
CR001422,CL01306,2025-08-08,Avance de nómina,1450000,12,0.0291,145000,Web,846,0.0363,Automática,Activo
CR001423,CL01306,2025-12-09,Crédito consumo digital,2500000,9,0.0355,329000,App,900,0.0825,Automática,Activo
CR001424,CL01307,2025-07-02,Crédito consumo digital,500000,6,0.0252,91000,Web,829,0.0548,Automática,Mora moderada
CR001425,CL01308,2025-09-21,Avance de nómina,2200000,12,0.0251,215000,Aliado,807,0.0551,Automática,Activo
CR001426,CL01308,2024-03-24,Crédito libre inversión,4500000,12,0.0236,435000,Aliado,824,0.1115,Automática,Finalizado
CR001427,CL01309,2025-07-18,Crédito consumo digital,2350000,9,0.0389,315000,App,805,0.1514,Automática,Finalizado
CR001428,CL01310,2026-02-06,Crédito consumo digital,1250000,9,0.0387,167000,App,827,0.0839,Automática,Mora moderada
CR001429,CL01311,2026-01-23,Crédito consumo digital,750000,18,0.0253,52000,App,732,0.0473,Automática,Activo
CR001430,CL01312,2025-06-25,Crédito consumo digital,950000,9,0.0342,124000,Aliado,831,0.053,Automática,Finalizado
CR001431,CL01312,2025-03-20,Crédito consumo digital,750000,18,0.0279,54000,App,900,0.0231,Automática,Mora moderada
CR001432,CL01313,2023-06-29,Crédito libre inversión,7100000,9,0.0306,915000,Aliado,757,0.5027,Manual,Mora moderada
CR001433,CL01313,2023-05-12,Crédito consumo digital,1200000,6,0.0386,228000,App,799,0.1253,Automática,Finalizado
CR001434,CL01313,2024-04-29,Crédito libre inversión,4050000,9,0.0228,503000,App,815,0.2764,Automática,Mora moderada
CR001435,CL01314,2023-07-04,Crédito consumo digital,1300000,12,0.0254,127000,Web,893,0.0502,Automática,Finalizado
CR001436,CL01314,2023-10-20,Avance de nómina,400000,18,0.0247,28000,Call center,900,0.0111,Automática,Mora severa
CR001437,CL01315,2026-02-12,Crédito consumo digital,350000,6,0.0281,64000,App,742,0.0771,Automática,Activo
CR001438,CL01316,2025-01-29,Crédito consumo digital,2050000,12,0.0226,197000,Aliado,762,0.0925,Automática,Finalizado
CR001439,CL01317,2025-09-18,Crédito consumo digital,5550000,9,0.0338,726000,App,845,0.1429,Automática,Mora moderada
CR001440,CL01318,2025-11-06,Microcrédito,2500000,12,0.027,247000,Call center,900,0.0475,Automática,Activo
CR001441,CL01318,2026-01-06,Microcrédito,4100000,9,0.0385,548000,App,900,0.1054,Automática,Activo
CR001442,CL01319,2025-06-22,Crédito consumo digital,1000000,6,0.0229,180000,Aliado,842,0.07,Automática,Finalizado
CR001443,CL01319,2025-11-05,Crédito libre inversión,3400000,9,0.0253,427000,Call center,818,0.1661,Automática,Activo
CR001444,CL01320,2025-03-29,Microcrédito,3250000,6,0.0363,612000,Aliado,847,0.1394,Automática,Finalizado
CR001445,CL01320,2024-09-13,Microcrédito,3100000,6,0.036,584000,Aliado,879,0.133,Automática,Finalizado
CR001446,CL01320,2024-01-10,Microcrédito,2600000,6,0.0279,477000,App,846,0.1087,Automática,Finalizado
CR001447,CL01321,2025-09-24,Crédito libre inversión,5900000,18,0.0184,388000,Aliado,869,0.1687,Automática,Mora severa
CR001448,CL01322,2025-06-21,Crédito libre inversión,2900000,3,0.0292,1024000,Call center,795,0.3122,Automática,Finalizado
CR001449,CL01323,2025-08-25,Microcrédito,2300000,6,0.0402,439000,Aliado,787,0.1852,Automática,Finalizado
CR001450,CL01325,2024-06-30,Microcrédito,2150000,12,0.0312,218000,Web,725,0.109,Automática,Finalizado
CR001451,CL01326,2024-06-04,Crédito consumo digital,600000,12,0.0302,60000,App,551,0.0349,Manual,Mora moderada
CR001452,CL01327,2026-01-13,Microcrédito,2300000,24,0.0396,150000,Aliado,900,0.0338,Automática,Activo
CR001453,CL01327,2025-11-15,Avance de nómina,1650000,12,0.0245,160000,Call center,860,0.036,Automática,Activo
CR001454,CL01328,2025-12-14,Crédito consumo digital,700000,9,0.0378,93000,App,842,0.0592,Automática,Activo
CR001455,CL01328,2025-10-03,Crédito libre inversión,2450000,12,0.0265,241000,Aliado,759,0.1535,Automática,Mora moderada
CR001456,CL01328,2025-02-12,Microcrédito,2500000,6,0.0278,458000,Web,834,0.2917,Automática,Mora moderada
CR001457,CL01329,2025-05-31,Microcrédito,1450000,6,0.0385,275000,Aliado,900,0.1355,Automática,Finalizado
CR001458,CL01329,2026-02-13,Crédito consumo digital,600000,9,0.0288,77000,App,846,0.0379,Automática,Activo
CR001459,CL01330,2024-03-28,Crédito consumo digital,1350000,24,0.0277,78000,App,835,0.0316,Automática,Finalizado
CR001460,CL01331,2023-06-04,Crédito libre inversión,4500000,12,0.0271,444000,App,844,0.1428,Automática,Finalizado
CR001461,CL01332,2025-05-16,Microcrédito,2350000,12,0.0422,254000,App,900,0.0966,Automática,Activo
CR001462,CL01333,2025-12-28,Crédito consumo digital,1850000,3,0.0289,653000,App,867,0.1458,Automática,Finalizado
CR001463,CL01334,2026-03-06,Crédito consumo digital,2250000,9,0.0319,292000,Aliado,866,0.0973,Automática,Activo
CR001464,CL01335,2025-10-06,Crédito libre inversión,450000,18,0.0321,33000,App,687,0.055,Automática,Activo
CR001465,CL01336,2024-06-26,Avance de nómina,250000,12,0.0286,25000,Aliado,852,0.0234,Automática,Mora severa
CR001466,CL01336,2024-04-19,Crédito consumo digital,250000,24,0.0336,15000,App,799,0.014,Automática,Mora moderada
CR001467,CL01337,2025-12-02,Crédito libre inversión,7700000,6,0.0227,1387000,App,863,0.352,Manual,Activo
CR001468,CL01338,2023-09-01,Crédito consumo digital,2100000,24,0.0249,117000,App,686,0.0557,Automática,Mora severa
CR001469,CL01339,2023-07-11,Avance de nómina,600000,12,0.0183,56000,App,846,0.0218,Automática,Mora moderada
CR001470,CL01340,2024-12-12,Crédito libre inversión,5950000,6,0.032,1106000,App,780,0.5317,Manual,Mora moderada
CR001471,CL01341,2025-08-30,Crédito libre inversión,6350000,3,0.0311,2250000,App,830,0.5952,Excepción,Mora severa
CR001472,CL01342,2025-10-17,Microcrédito,5000000,12,0.0366,522000,Call center,858,0.1491,Automática,Activo
CR001473,CL01342,2025-03-14,Crédito consumo digital,1250000,6,0.0341,234000,App,820,0.0669,Automática,Finalizado
CR001474,CL01343,2026-02-01,Crédito consumo digital,1800000,9,0.0342,236000,Call center,897,0.0992,Automática,Activo
CR001475,CL01344,2024-08-11,Crédito consumo digital,1250000,3,0.0313,443000,Web,807,0.1765,Automática,Finalizado
CR001476,CL01345,2025-06-01,Crédito libre inversión,2150000,9,0.0291,275000,App,818,0.1239,Automática,Mora moderada
CR001477,CL01346,2024-11-27,Crédito libre inversión,750000,9,0.0172,91000,Aliado,798,0.0901,Automática,Mora moderada
CR001478,CL01347,2025-07-31,Crédito libre inversión,1500000,6,0.0312,278000,App,779,0.1426,Automática,Finalizado
CR001479,CL01347,2026-02-16,Crédito libre inversión,2450000,12,0.0224,235000,App,752,0.1205,Automática,Activo
CR001480,CL01349,2026-01-05,Crédito libre inversión,1550000,9,0.0245,194000,Aliado,682,0.2519,Automática,Mora severa
CR001481,CL01350,2025-07-06,Microcrédito,2000000,9,0.031,258000,App,848,0.1183,Automática,Mora moderada
CR001482,CL01351,2025-10-20,Crédito consumo digital,1550000,6,0.0258,282000,Call center,835,0.1424,Automática,Finalizado
CR001483,CL01351,2025-11-22,Crédito libre inversión,1350000,12,0.0182,126000,App,799,0.0636,Automática,Mora severa
CR001484,CL01351,2025-08-04,Microcrédito,2800000,12,0.0337,287000,Aliado,758,0.1449,Automática,Mora moderada
CR001485,CL01352,2025-02-08,Crédito libre inversión,1450000,3,0.0214,504000,App,743,0.42,Manual,Finalizado
CR001486,CL01353,2026-01-05,Crédito libre inversión,1450000,6,0.0176,257000,Web,808,0.1152,Automática,Activo
CR001487,CL01354,2025-09-21,Microcrédito,3500000,6,0.0352,657000,App,835,0.2066,Automática,Mora moderada
CR001488,CL01356,2025-08-29,Microcrédito,4300000,9,0.0373,571000,Aliado,867,0.1252,Automática,Mora moderada
CR001489,CL01356,2025-11-07,,3150000,9,0.0371,418000,App,900,0.0917,Automática,Activo
CR001490,CL01359,2025-12-15,Microcrédito,3000000,18,0.0446,246000,App,751,0.0885,Automática,Mora moderada
CR001491,CL01359,2025-11-15,Crédito consumo digital,1950000,6,0.025,354000,Call center,842,0.1273,Automática,Mora severa
CR001492,CL01360,2026-01-17,Crédito consumo digital,750000,12,0.0343,77000,Aliado,588,0.03,Manual,Activo
CR001493,CL01360,2024-09-25,Crédito consumo digital,700000,9,0.0317,91000,Aliado,603,0.0354,Manual,Mora moderada
CR001494,CL01362,2025-09-05,Microcrédito,2150000,6,0.0391,409000,App,867,0.1591,Automática,Mora severa
CR001495,CL01362,2025-11-22,Microcrédito,1050000,6,0.0318,195000,Web,811,0.0759,Automática,Activo
CR001496,CL01363,2026-03-13,Avance de nómina,1900000,12,0.0299,191000,App,829,0.0541,Automática,Activo
CR001497,CL01364,2025-07-12,Crédito consumo digital,1050000,3,0.0362,376000,Aliado,854,0.188,Automática,Finalizado
CR001498,CL01365,2026-03-29,Crédito consumo digital,750000,3,0.0244,262000,App,841,0.1578,Automática,Activo
CR001499,CL01366,2025-05-30,Crédito consumo digital,2100000,6,0.0298,387000,Web,607,0.1106,Manual,Mora moderada
CR001500,CL01367,2025-07-05,Crédito libre inversión,7900000,6,0.026,1439000,App,857,0.327,Automática,Finalizado
CR001501,CL01368,2024-07-15,Crédito consumo digital,650000,6,0.0293,120000,Web,497,0.0652,Excepción,Finalizado
CR001502,CL01368,2025-04-28,Microcrédito,1850000,9,0.0388,247000,App,511,0.1342,Excepción,Finalizado
CR001503,CL01369,2025-09-04,Crédito consumo digital,1550000,9,0.0206,190000,App,841,0.0819,Automática,Activo
CR001504,CL01369,2026-03-20,Avance de nómina,350000,6,0.0316,65000,App,834,0.028,Automática,Activo
CR001505,CL01371,2023-06-26,Crédito libre inversión,2700000,18,0.0336,202000,Web,900,0.0596,Automática,Finalizado
CR001506,CL01372,2026-03-09,Crédito consumo digital,1600000,6,0.0214,287000,Web,876,0.1157,Automática,Activo
CR001507,CL01373,2025-04-30,Avance de nómina,900000,12,0.0214,86000,App,900,0.0345,Automática,Finalizado
CR001508,CL01373,2025-09-24,Microcrédito,1800000,6,0.0437,348000,App,887,0.1398,Automática,Mora moderada
CR001509,CL01374,2025-11-16,Avance de nómina,450000,6,0.0248,82000,Aliado,900,0.0309,Automática,Activo
CR001510,CL01375,2024-03-17,Crédito libre inversión,2000000,18,0.0286,144000,Call center,829,0.0526,Automática,Finalizado
CR001511,CL01379,2025-12-14,Crédito consumo digital,850000,12,0.0229,82000,App,805,0.0429,Automática,Activo
CR001512,CL01382,2023-08-20,Microcrédito,1150000,12,0.0271,114000,App,873,0.0418,Automática,Mora moderada
CR001513,CL01383,2025-10-11,Crédito consumo digital,2050000,12,0.0218,196000,App,900,0.0563,Automática,Activo
CR001514,CL01383,2025-12-12,Crédito libre inversión,3400000,18,0.0248,236000,Aliado,900,0.0678,Automática,Activo
CR001515,CL01385,2025-10-13,Crédito consumo digital,2800000,18,0.0285,201000,App,900,0.0419,Automática,Activo
CR001516,CL01386,2026-03-08,Crédito consumo digital,750000,12,0.0224,72000,App,854,0.0414,Automática,Activo
CR001517,CL01386,2025-07-30,Crédito consumo digital,700000,9,0.0379,93000,Web,824,0.0534,Automática,Activo
CR001518,CL01386,2025-11-26,Crédito libre inversión,1850000,9,0.0194,226000,App,755,0.1299,Automática,Activo
CR001519,CL01388,2026-02-01,Crédito consumo digital,3600000,9,0.0384,481000,App,898,0.1276,Automática,Activo
CR001520,CL01389,2026-02-14,Crédito consumo digital,850000,3,0.0351,303000,App,900,0.1464,Automática,Activo
CR001521,CL01390,2024-04-25,Microcrédito,500000,6,0.0443,97000,Web,755,0.1902,Automática,Mora severa
CR001522,CL01391,2025-11-01,Crédito libre inversión,3000000,6,0.0247,544000,Web,888,0.1902,Automática,Activo
CR001523,CL01393,2026-03-14,Microcrédito,2250000,12,0.0333,230000,Web,730,0.1643,Automática,Activo
CR001524,CL01394,2025-10-01,Crédito consumo digital,1050000,12,0.0321,107000,App,586,0.045,Manual,Activo
CR001525,CL01394,2025-06-11,Crédito consumo digital,1150000,3,0.0226,401000,App,591,0.1685,Manual,Finalizado
CR001526,CL01396,2025-07-04,Crédito consumo digital,3900000,6,0.0292,718000,App,900,0.1425,Automática,Finalizado
CR001527,CL01400,2026-01-12,Crédito consumo digital,2100000,6,0.036,395000,App,900,0.1606,Automática,Activo
